ET;Les vacances en  camping seront inoubliables grâce aux emplacements spacieux, qui vous accueilleront avec votre caravane ou camping-car.;Jusqu'à 6 personnes maximum;;;Accès à l'électricité;;Un seul véhicule est autorisé par emplacement ;;
ETO;Un emplacement spacieux pour accueillir votre caravane ou camping-car, pour des vacances en plein air.;Jusqu'à 6 personnes maximum;;;Accès à l'électricité et l'eau;;Un seul véhicule est autorisé par emplacement ;;
ED;Toile de tente, caravane, camping-car, profitez de ces beaux emplacements pour passer des vacances dépaysantes !;Jusqu'à 6 personnes maximum;;;Accès à l'électricité;;Un seul véhicule est autorisé par emplacement ;;
CC;Les vacances en camping, sur un emplacement spacieux pour vous accueillir avec votre caravane ou camping-car : n'attendez plus !;Jusqu'à 6 personnes maximum;;;;;Un seul véhicule est autorisé par emplacement ;;
EMPF;"Passez quelques jours ou plus au Palavas Camping,
à Palavas-les-Flots. 
et profitez des joies du plein-air";Jusqu'à 6 personnes maximum;;;Accès à l'électricité;;Un seul véhicule est autorisé par emplacement ;;
EST5;Pour ceux qui apprécient la simplicité, l’Estivale sera l’hébergement idéal des vacances en plein air. Vacances directes met à votre disposition cette caravane 5 places sans sanitaires avec auvent pour profiter pleinement des activités du camping et de ses environs.;"5 personnes
Recommandé : 2 adultes + 3 enfants, bébé compris
Toléré : 4 adultes maxi. + 1 enfant, bébé compris
Adulte : à partir de 14 ans
";"Surface : Estivale 10 m² + auvent 11 m²
Longueur 4,60 m x Largeur 4,65 m
";"Chambre parents : 1 lit de 140x190 cm avec sommier à lattes, penderie
Chambre enfants : 2 lits superposés de 70x180 cm avec sommiers à lattes, dînette se transformant en lit de 70 x 180 cm
Sous l’auvent : cuisine avec réfrigérateur, réchaud 2 feux avec bouteille de gaz, meuble de rangement 120 x 150 cm, salon de jardin";"Electricité : 220 V + prises
Parking : sur emplacement pour un seul véhicule (sauf mention contraire)";Plus de 12 ans;En fonction du camping, l’agencement peut être différent.;Hébergement sans arrivée d’eau, sans sanitaires et sans chauffage;
FAM5;Soif d'évasion, de dépaysement et d'authenticité, le mobil-home Familial 5 places assurera le plein confort grâce à la climatisation!;"5 personnes
Recommandé : 2 adultes + 3 enfants, bébé compris
Toléré : 5 adultes maxi. 

";"Surface : 26 m²

";"Chambre parents : 1 lit de 140x190 cm avec sommier à lattes, penderie
Chambre enfants : 2 lits de 80x190 cm avec sommiers à lattes + 1 lit superposé (ne convient pas aux enfants de - 6 ans)
Pièce commune : coin cuisine avec évier, chauffe-eau, gaz 4 feux, micro-ondes, réfrigérateur, coin repas
Sanitaires : salle de bains avec lavabo et douche, WC séparé";"Intérieur : chauffage électrique, 2 bouteilles de gaz
Extérieur : lumière, parasol non utilisable à la plage et salon de jardin
Electricité : 10 ampères
Parking : sur emplacement pour un seul véhicule (sauf mention contraire)
";0-7 ans;En fonction du camping, l’agencement peut être différent.;;
FAM6;Particulièrement prisé des familles, ce mobil-home 6 places allie la fonctionnalité au grand confort. Tout est fait pour que vous en profitiez au maximum, l'esprit libre ! ;"6 personnes
Recommandé : 2 adultes + 4 enfants, bébé compris
Toléré : 5 adultes maxi. + 1 enfant, bébé compris
Adulte : à partir de 14 ans
";"Surface : 29 m²
Longueur 7,20 m x Largeur 4 m
";"Chambre parents : 1 lit de 140x190 cm avec sommier à lattes
Chambre enfants : 2 lits de 70x190 cm avec sommiers à lattes + 1 lit superposé (ne convient pas aux enfants de - 6 ans) ou d’appoint de 60x190 cm
Pièce commune : coin cuisine avec évier, chauffe-eau, gaz 4 feux, micro-ondes, combiné réfrigérateur-congélateur, coin repas avec banquette transformable en lit de 115x180 cm, 1 table et 4 chaises
Sanitaires : salle de bains avec lavabo et douche, WC séparé
";"Intérieur : chauffage électrique, 2 bouteilles de gaz
Extérieur : lumière, parasol non utilisable à la plage et salon de jardin
Electricité : 10 ampères
Parking : sur emplacement pour un seul véhicule (sauf mention contraire)
";"0-7 ans (sauf 7-12 ans : le Conguel, Domaine d'Inly, les Amiaux, le
California, la Loubine, le Bois Soleil,l’Océano d’Or, Domaine d’Oléron,
Signol, les Deux Plages, Domaine
des Charmilles, le Mas, Domaine des
Chênes Verts, la Ribeyre, Caussanel,
le Moulin, les Sources, Parc de la
Grenouillère, la Coste Rouge,
le Roussillonnais, le Cala Gogo,les Fontaines, le Bahia Club, le Petit Mousse, Camping du Lac)";En fonction du camping, l’agencement peut être différent.;;
FAML;Particulièrement prisé des familles, ce mobil-home 6 places avec vue sur le lac, donnera un côté reposant à vos vacances ! ;"6 personnes
Recommandé : 2 adultes + 4 enfants, bébé compris
Toléré : 6 adultes maxi. 

";"Surface : 28 m²
";"Chambre parents : 1 lit de 140x190 cm avec sommier à lattes
Chambre enfants : 2 lits de 80x190 cm avec sommiers à lattes Pièce commune : coin cuisine avec évier, chauffe-eau, gaz 4 feux, micro-ondes, combiné réfrigérateur-congélateur, coin repas avec banquette transformable en lit de 115x180 cm, 1 table et 4 chaises
Sanitaires : salle de bains avec lavabo et douche, WC séparé
";"Intérieur : chauffage électrique, 2 bouteilles de gaz
Extérieur : lumière, parasol non utilisable à la plage et salon de jardin
Electricité : 10 ampères
Parking : sur emplacement pour un seul véhicule (sauf mention contraire)
";0-7 ans;En fonction du camping, l’agencement peut être différent.;;
HEL6;Découvrez le modèle Hélios 6 places. Ce mobil-home bien agencé est adapté aux personnes à mobilité réduite.;"6 personnes
Recommandé : 2 adultes + 4 enfants, bébé compris
Toléré : 5 adultes maxi. Adulte à partir de 14 ans. 

";"Surface : 21 m²
Longueur 7,92 m ( dont 2,10 m de terrasse couverte)x Largeur 3,90 m
";"Chambre parents : 1 lit de 140x190 cm avec sommier à lattes
Chambre enfants : 2 lits de 90x190 cm avec sommiers à lattes ( + 1 lit rabbatable en hauteur) Pièce commune : coin cuisine avec évier, chauffe-eau, gaz 4 feux, micro-ondes, combiné réfrigérateur-congélateur, coin repas avec banquette transformable en lit de 115x180 cm, 1 table et 4 chaises
Sanitaires : salle de bains avec lavabo et douche, WC séparé
";"Intérieur : chauffage électrique, 2 bouteilles de gaz
Extérieur : lumière, parasol non utilisable à la plage et salon de jardin
Electricité : 10 ampères
Parking : sur emplacement pour un seul véhicule (sauf mention contraire)
";0-7 ans;En fonction du camping, l’agencement peut être différent.;;
LOG5;Profitez du Logial et de son atout incontestable : sa terrasse couverte au bout du mobil-home : repos, détente et farniente seront au rendez-vous. Ses deux chambres côte à côte permettront à toute la famille de passer de bonnes vacances ! ;"5 personnes
Recommandé : 2 adultes + 3 enfants, bébé compris
Toléré : 4 adultes maxi. + 1 enfant, bébé compris
Adulte : à partir de 14 ans
";"Surface : 32 m²
Longueur 8,52 m x Largeur 4 m
";"Chambre parents : 1 lit de
140x190 cm avec sommier à lattes
E Chambre enfants : 2 lits de
70x190 cm avec sommiers à lattes
+ 1 lit d’appoint de 70x165 cm (sauf
Palavas Camping)
E Pièce commune : coin cuisine
avec évier, chauffe-eau, gaz
4 feux, micro-ondes, réfrigérateur, coin repas avec banquette.";"Intérieur : chauffage électrique, 2 bouteilles de gaz
Extérieur : lumière, parasol non utilisable à la plage et salon de jardin
Electricité : 10 ampères
Parking : sur emplacement pour un seul véhicule (sauf mention contraire)
";"7-12 ans (sauf 0-7 ans : eden,
Palavas Camping)";En fonction du camping, l’agencement peut être différent.;Pas de place pour un lit bébé;
MAIS;Profitez du confort de maisonnettess équipées et meublées avec terrasse.;"4 personnes
Recommandé : 2 adultes + 2 enfants
Toléré : 4 adultes maxi. 

";"Surface : 31 m²

";"Coin cuisine,une salle d'eau avec toilette, une chambre avec un grand lit double 160 et d'un canapé convertible dans le séjour.
";Kitchenette comprenant micro-onde, réfrigirateur avec freezer, cafetière, ustensiles de cuisine, plaques de cuisson. 1 salle d'eau avec toilette;0-7 ans;;;
MAI;Profitez du confort de ces maisonnettes pour des vacances réussies (climatisation);"6 personnes
Recommandé : 2 adultes + 4 enfants.
Toléré : 6 adultes maxi. 

";"Surface : 31 m²

";"Composé d'un séjour avec un canapé convertible et d'une cabine avec 2 lits superposés de 70, d'un coin cuisine, d'une chambre avec un lit de 140 et d'une salle d'eau avec toilette accessible par la chambre.
";Kitchenette comprenant micro-onde, réfrigirateur avec freezer, cafetière, ustensiles de cuisine, plaques de cuisson. 1 salle d'eau avec toilette;0-7 ans;;;
PAGO;Découvrez cet habitat climatisé, ingénieux entre tente et mobil-home, pour des vacances originales et ressourçantes.;"5 personnes
Recommandé : 2 adultes + 3 enfants.
Toléré : 5 adultes maxi. 

";"Surface : 25 m²

";"1 chambre avec lit double en 120, 1 chambre avec 2 lits simples superposés et 1 lit simple 80, chevet et penderie dans les 2 chambres. 

Kitchenette équipée d'une plaque de cuisson, évier, égouttoir, réfrigérateur, 1 placard haut et bas, salle d'eau avec douche, lavabo, WC.



";Eclairage, branchements électriques, chauffage. Eau courant chaude/froide. Climatisation, auvent extérieur, terrasse et salon de jardin.;0-7 ans;;;
RES4;Vous apprécierez ce mobil-home résidential avec sa terrasse couverte, et son équipement confortable pour des vacnaces réussies !;"4 personnes
Recommandé : 2 adultes + 2 enfants, bébé compris
Toléré : 4 adultes maxi.
Adulte : à partir de 14 ans
";"Surface hors terrasse : 21 m²
Longueur 7,92 m (dont 2,10 m de
terrasse couverte) x Largeur 3,90 m";"Chambre parents : 1 lit de
140x190 cm avec sommier à lattes
Chambre enfants : 2 lits de
70x190 cm avec sommiers à lattes,
1 lit superposé ou d’appoint (sauf
Domaine de Kermario,
Lou Broustaricq, Playa Joyel)
Pièce commune : coin cuisine
avec évier, chauffe-eau, gaz
4 feux, micro-ondes, réfrigérateur,
coin repas avec banquette
transformable en lit de 140x190 cm,
1 table et 2 tabourets
Sanitaire : salle de bains avec
lavabo et douche, WC séparé";"Intérieur : chauffage électrique,
2 bouteilles de gaz
Extérieur : lumière, salon de jardin
Electricité : 6 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention
contraire)";0-7 ans;;Pas de place pour un lit bébé;
RES5;"Vous apprécierez le
confort et la tranquillité
du Résidential avec sa
terrasse couverte.";"
5 personnes
Recommandé : 2 adultes + 3 enfants
bébé compris
Toléré : 4 adultes maxi. + 1 enfant,
bébé compris sauf exception
(résidential 4 places)
Adulte : à partir de 14 ans
";"Surface hors terrasse : 21 m²
Longueur 7,92 m (dont 2,10 m de
terrasse couverte) x Largeur 3,90 m";"Chambre parents : 1 lit de
140x190 cm avec sommier à lattes
Chambre enfants : 2 lits de
70x190 cm avec sommiers à lattes,
1 lit superposé ou d’appoint (sauf
Domaine de Kermario,
Lou Broustaricq, Playa Joyel)
Pièce commune : coin cuisine
avec évier, chauffe-eau, gaz
4 feux, micro-ondes, réfrigérateur,
coin repas avec banquette
transformable en lit de 140x190 cm,
1 table et 2 tabourets
Sanitaire : salle de bains avec
lavabo et douche, WC séparé";"Intérieur : chauffage électrique,
2 bouteilles de gaz
Extérieur : lumière, salon de jardin
Electricité : 6 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention
contraire)";"0-7 ans (sauf 7-12 ans :
Domaine de Kermario,
Lou Broustaricq, le Col Vert,
Domaines des Chênes Verts,
les Fontaines)";En fonction du camping, l’agencement peut être différent.;;
SPA6;"Avec ses trois chambres séparées, ce mobil-home vous permet d’accueillir toute votre famille et de profiter de l’espace de vie commun.
";"6personnes  Recommandé : 4 adultes + 2 enfants, bébé compris
Toléré : 6 adultes maxi 
Adulte : à partir de 14 ans
";"Surface : environ 31,5 m²
Longueur 7,92 m x Largeur 4 m";"Chambre parents : 1 lit de
140x190 cm avec sommier à lattes
 2 chambres enfants : 2 lits de
80x190 cm avec sommiers à lattes
par chambre (1 chambre avec 2 lits
superposés en Italie)
Pièce commune : coin cuisine
avec évier, chauffe-eau, gaz
4 feux, micro-ondes, combiné
réfrigérateur-congélateur,coin repas avec banquette
transformable en lit de 115x180 cm,
1 table et 4 chaises
Sanitaire : salle de bains avec
lavabo et douche, WC séparé (sauf
en Italie)";"Intérieur : chauffage électrique,
2 bouteilles de gaz
Extérieur : lumière, salon de
jardin, grand parasol non utilisable
à la plage
Electricité : 10 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention
contraire)";"0-7 ans (sauf 7-12 ans : le Mas,
Parc de la Grenouillère, Camping
du Lac)";"En fonction du camping, l’agencement peut être différent.
Tous les hébergements ne sont pas équipés de terrasse";;
SPAL;Avec ses trois chambres séparées, ce mobil-home avec vue sur le lac, vous permet d’accueillir jusqu'à 6 personnes et de profiter d'un bel espace de vie !;"6personnes  Recommandé : 4 adultes + 2 enfants, bébé compris
Toléré : 6 adultes maxi 
Adulte : à partir de 14 ans
";"Surface : environ 31,5 m²
Longueur 7,92 m x Largeur 4 m";"Chambre parents : 1 lit de
140x190 cm avec sommier à lattes
 2 chambres enfants : 2 lits de
80x190 cm avec sommiers à lattes
par chambre (1 chambre avec 2 lits
superposés en Italie)
Pièce commune : coin cuisine
avec évier, chauffe-eau, gaz
4 feux, micro-ondes, combiné
réfrigérateur-congélateur,coin repas avec banquette
transformable en lit de 115x180 cm,
1 table et 4 chaises
Sanitaire : salle de bains avec
lavabo et douche, WC séparé (sauf
en Italie)";"Intérieur : chauffage électrique,
2 bouteilles de gaz
Extérieur : lumière, salon de
jardin, grand parasol non utilisable
à la plage
Electricité : 10 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention
contraire)";0-7 ans;;;
SPA7;"Avec ses trois chambres séparées, ce mobil-home vous permet d’accueillir toute votre famille et de profiter de l’espace de vie commun.
";"7 personnes  Recommandé : 4 adultes + 3 enfants, bébé compris
Toléré : 6 adultes maxi. + 1 enfant,bébé compris sauf exceptions
(Spacial 6 places)
Adulte : à partir de 14 ans
";"Surface : environ 31,5 m²
Longueur 7,92 m x Largeur 4 m";"Chambre parents : 1 lit de
140x190 cm avec sommier à lattes
 2 chambres enfants : 2 lits de
80x190 cm avec sommiers à lattes
par chambre (1 chambre avec 2 lits
superposés en Italie)
Pièce commune : coin cuisine
avec évier, chauffe-eau, gaz
4 feux, micro-ondes, combiné
réfrigérateur-congélateur,coin repas avec banquette
transformable en lit de 115x180 cm,
1 table et 4 chaises
Sanitaire : salle de bains avec
lavabo et douche, WC séparé (sauf
en Italie)";"Intérieur : chauffage électrique,
2 bouteilles de gaz
Extérieur : lumière, salon de
jardin, grand parasol non utilisable
à la plage
Electricité : 10 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention
contraire)";"0-7 ans (sauf 7-12 ans : le Mas,
Parc de la Grenouillère, Camping
du Lac)";"En fonction du camping, l’agencement peut être différent.
Tous les hébergements ne sont pas équipés de terrasse";;
STU;"Retrouvez ce studio cocoon pour 2 personnes, 
tout confort sur le Domaine
d’Anghione en Corse";2 personnes;Surface : 20 m²;"Séjour avec un canapé convertible
de 140 cm et coin cuisine.
Une salle d’eau avec toilettes.                     Studio climatisé";Kitchenette comprenant micro-onde, réfrigirateur avec freezer, cafetière, ustensiles de cuisine, plaques de cuisson. 1 salle d'eau avec toilette;0-7 ans;;;
STUC;"Retrouvez ces bungalows
tout confort sur le Domaine
d’Anghione en Corse";2-4 personnes;Surface : 20 m²;"Séjour avec un canapé convertible
de 140 cm et coin cuisine.
Une cabine avec 2 lits superposés
de 70 cm. Une salle d’eau avec
toilettes.                                                                Studio climatisé";Kitchenette comprenant micro-onde, réfrigirateur avec freezer, cafetière, ustensiles de cuisine, plaques de cuisson. 1 salle d'eau avec toilette;0-7 ans;;;
CANA;Spacieuce et confortable, la tente Canada est un hébergement qui allie originalité et simplicité. Profitez de vos vacances en plein cœur de la nature.;"5 personnes

";Surface : 20 m²;"Chambre parents :  lit de 140x190 cm 1 chambre enfants : 1 lit
superposé de 70x180 cm et 2 lits
de 70 x 180 cm (le lit superposé ne
convient pas aux enfants de moins
de 6 ans et de plus de 30 kg)                         Séjour : coin cuisine, gaz, réfrigérateur                            Terrasse  ";"Intérieur : 1 bouteille de gaz
Extérieur : lumière, salon de jardin
Electricité : 6 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention contraire)";0-7 ans;;"Hébergement sans arrivée
d’eau, sans sanitaire et
sans chauffage";
TECO;"Retour aux sources,
bien-être et décontraction
seront au rendez-vous des
vacances en Ecolodge !";"5 personnes
Recommandé : 2 adultes + 3 enfants, bébé compris
Toléré : 3 adultes maxi. + 2 enfants, bébé compris
Adulte : à partir de 14 ans
";"Surface :
19 m² + 10,5 m² de terrasse couverte Longueur (terrasse comprise)
7 m x Largeur 4,25 m";"Chambre parents : 1 lit de
140x190 cm et placard
1 chambre enfants : 1 lit
superposé de 70x180 cm et 2 lits
de 70 x 180 cm (le lit superposé ne
convient pas aux enfants de moins
de 6 ans et de plus de 30 kg)
Terrasse : coin cuisine, gaz,
micro-ondes, réfrigérateur";"Intérieur : 1 bouteille de gaz
Extérieur : lumière, salon de jardin
Electricité : 6 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention contraire)";0-7 ans;En fonction du camping, l’agencement peut être différent.;"Hébergement sans arrivée
d’eau, sans sanitaire et
sans chauffage";
TECL;Avec la vue sur le lac et cet hébergement tout confort, vivez les vacances à votre rythme, en toute quiétude !;5 personnes;"Surface :
19 m² + 10,5 m² de terrasse couverte Longueur (terrasse comprise)
7 m x Largeur 4,25 m";"Chambre parents : 1 lit de
140x190 cm et placard
1 chambre enfants : 1 lit
superposé de 70x180 cm et 2 lits
de 70 x 180 cm (le lit superposé ne
convient pas aux enfants de moins
de 6 ans et de plus de 30 kg)
Terrasse : coin cuisine, gaz,
micro-ondes, réfrigérateur";"Intérieur : 1 bouteille de gaz
Extérieur : lumière, salon de jardin
Electricité : 6 ampères
Parking : sur emplacement pour
un seul véhicule (sauf mention contraire)";0-7 ans;En fonction du camping, l’agencement peut être différent.;"Hébergement sans arrivée
d’eau, sans sanitaire et
sans chauffage";
